kind,slug,name,location,setCount,needs,imageUrl,website,instagram,youtube,soundcloud,twitter,Genre,Short Bio
dj,tini-gessler,TINI GESSLER,"Barcelona, Spain",2,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/eb8aaffdd0c01a75ec21554d65f741ef/250x250-000000-80-0-0.jpg,https://ra.co/dj/tinigessler,,,https://soundcloud.com/tini-gessler,,Tech House / House,"TINI GESSLER is a Barcelona, Spain-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,vik-benno,Vik Benno,"Cambridgeshire, UK",2,soundcloud|twitter,https://img.hearthis.at/1/8/0/_/uploads/11029780/image_user/w1000_h1000_q70_ptrue_v2_----cropped_1721465106081.jpg,https://www.mixcloud.com/vikbenno/,https://instagram.com/vikbenno,https://www.youtube.com/channel/UCOSyqXxLOjzZCrZGD26ciwg,,,House / Club,"Vik Benno is a Cambridgeshire, UK-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,zuezeu,ZUEZEU,"Los Angeles, US",2,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/674b1ffd45ae63e37e303a1a852c5343/250x250-000000-80-0-0.jpg,https://www.zuezeu.com/,,https://www.youtube.com/@zuezeu,https://soundcloud.com/zuezeu,,Tech House / House,"ZUEZEU is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,monrhea,[MONRHEA],"Athi River, Kenya",1,instagram|youtube|twitter,https://i1.sndcdn.com/avatars-LfOkW9cz7W9RJJHU-Vkwwsw-t500x500.jpg,https://ra.co/dj/monrhea,,,https://soundcloud.com/monrheacarter,,Experimental / Electronic,"[MONRHEA] is a Athi River, Kenya-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,aeon-mode,√ÜON:MODE,"Denver, US",1,website|instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/7cd5c9575f5be61e34ecc902cf2827c1/250x250-000000-80-0-0.jpg,,,,https://soundcloud.com/aeonmode,,Electronic / Club,"Blankeís drum & bass project, built around fast, melodic and festival-focused bass music."
dj,ahee,AHEE,"Denver, US",1,youtube|soundcloud,https://cdn-images.dzcdn.net/images/artist/ca8462f7bc860249a1702419d52bd481/250x250-000000-80-0-0.jpg,https://www.aheebass.com/,http://instagram.com/insomniacevents,,,http://twitter.com/insomniacevents,Bass / Dubstep,"AHEE is a Denver, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,aizo-clutch,Aizo Clutch,US,1,website|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/b6b17f213609a505c0d4c7e797e23f0e/250x250-000000-80-0-0.jpg,,https://instagram.com/aizoclutch,https://www.youtube.com/@AizoClutch,,,Bass / Dubstep,"Aizo Clutch is a US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,akiid,Akiid,South Africa,1,website|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/7cb6292a220573dc940f3cf9f289871b/250x250-000000-80-0-0.jpg,,https://instagram.com/akiidmusiq_sa,,,,Amapiano / Gqom,"Akiid is a South Africa-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,anastazja,Anastazja,United States,1,instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/64ad6da582478317709adb3a6953b928/250x250-000000-80-0-0.jpg,https://ra.co/dj/anastazja,,https://www.youtube.com/@ItzAnastazja,,,Electronic / Club,"Anastazja is a United States-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,angelphroot,Angelphroot,"Toronto, Canada",1,,https://cdn-images.dzcdn.net/images/artist/da0e90d931ecfe50672ab4a1ef9d3fda/250x250-000000-80-0-0.jpg,https://ra.co/dj/angelphroot,https://instagram.com/angelphroot,https://www.youtube.com/@Angelphroot,https://soundcloud.com/angelphroot,https://x.com/angelphroot,Experimental / Electronic,"Angelphroot is a Toronto, Canada-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,annicka,Annicka,"Los Angeles, US",1,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/6caa9f5502fbc9797e546752e4282267/250x250-000000-80-0-0.jpg,https://ra.co/dj/annicka,,,https://soundcloud.com/annicka,,House / Club,"Annicka is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,aqutie,AQUTIE,South Africa,1,website|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/afac91bf72713f39c3acb93b3f9ca01c/250x250-000000-80-0-0.jpg,,https://instagram.com/aqutieee,,https://soundcloud.com/aqutie,,House / Club,"AQUTIE is a South Africa-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,archie,Archie,"Bali, Indonesia",1,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/c9285c16b2b39b5fd8521af5a642d099/250x250-000000-80-0-0.jpg,https://ra.co/dj/archiedennis,,,https://soundcloud.com/archiedennis,,House / Club,"Archie is a Bali, Indonesia-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,atlantis,Atlantis,,1,website|twitter,https://cdn-images.dzcdn.net/images/artist/cf8ce3d546d91dc7f588c767be05fe44/250x250-000000-80-0-0.jpg,,https://instagram.com/atlantis_dj,https://www.youtube.com/@Atlantis_DJ,https://soundcloud.com/atlantis_dj,,Melodic House & Techno,"Atlantis is a DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,audiomarc,Audiomarc,South Africa,1,website|soundcloud,https://cdn-images.dzcdn.net/images/artist/d9ddb1f81cfcbe37fdc3db5f0b11b6e0/250x250-000000-80-0-0.jpg,,https://instagram.com/audiomarcdj,https://www.youtube.com/@audiomarcdj,,https://x.com/audiomarcdj,Hip-Hop / Open Format,"Audiomarc is a South Africa-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,avangart-tabldot,Avangart Tabldot,"Istanbul, Turkey",1,twitter,https://cdn-images.dzcdn.net/images/artist/a46d112e1b9c7de399c2c3256ed0f360/250x250-000000-80-0-0.jpg,https://linktr.ee/avangarttabldot,https://instagram.com/avangarttabldot,https://www.youtube.com/@AvangartTabldot,https://soundcloud.com/avangarttabldot,,Melodic House & Techno,"Avangart Tabldot is a Istanbul, Turkey-based DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,ayybo,AYYBO,US,1,website,https://cdn-images.dzcdn.net/images/artist/ceb53f25c59cd0913be3b97e1a4c83da/250x250-000000-80-0-0.jpg,,https://instagram.com/ayybomusic,https://www.youtube.com/@AYYBO,https://soundcloud.com/ayybo,https://x.com/ayybomusic,Tech House / House,"AYYBO is a US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,bdk,BDK,Brazil,1,website|soundcloud,https://cdn-images.dzcdn.net/images/artist/3186191e16afc811cac6be4d037b3cbf/250x250-000000-80-0-0.jpg,,https://www.instagram.com/oficialbdk/,https://www.youtube.com/@OficialBDK,,https://x.com/ooficialbdk,Amapiano / Gqom,"BDK is a Brazil-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,ben-rau,Ben Rau,"Berlin, Germany",1,website|youtube,https://cdn-images.dzcdn.net/images/artist/fbbadaa6c22c09764ef11211df1b91ea/250x250-000000-80-0-0.jpg,,https://instagram.com/ben_rau,,https://soundcloud.com/ben-rau,https://x.com/ben_rau,Tech House / House,"Ben Rau is a Berlin, Germany-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,bhaskar,Bhaskar,Brazil,1,website|twitter,https://cdn-images.dzcdn.net/images/artist/7126493bcb0d433fc27e2da04a5f3ff2/250x250-000000-80-0-0.jpg,,https://instagram.com/bhaskar,https://www.youtube.com/@BhaskarMusic,https://soundcloud.com/bhaskarofficial,,House / Dance Pop,"Bhaskar is a Brazil-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,bianca-oblivion,Bianca Oblivion,"Los Angeles, US",1,website,https://cdn-images.dzcdn.net/images/artist/8b7b7804c90c07657f9491402b78dc7d/250x250-000000-80-0-0.jpg,,https://instagram.com/bianca_oblivion,https://www.youtube.com/@BiancaOblivion,https://soundcloud.com/biancaoblivion,https://x.com/biancaoblivion,Experimental / Electronic,"Bianca Oblivion is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,biblemami,biblemami,,1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/0f3ec49aeb04d8a3f31670362a338fbd/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@biblemami,,,Hip-Hop / Open Format,"biblemami is a DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,bizarrap,Bizarrap,"Ramos Mej√≠a, AR",1,website|twitter,https://cdn-images.dzcdn.net/images/artist/e121c1ef9b1135e6a5b71c1e65ab10b4/250x250-000000-80-0-0.jpg,,https://www.instagram.com/bizarrap/,https://www.youtube.com/@Bizarrap,https://soundcloud.com/bizarrap,,House / Dance Pop,"Bizarrap is a Ramos Mej√≠a, AR-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,black-carl,Black Carl!,"Alabama, US",1,,https://cdn-images.dzcdn.net/images/artist/ae54c4439a08b1d23eee04bba7e08f6f/250x250-000000-80-0-0.jpg,https://www.insomniac.com/music/artists/black-carl/,https://instagram.com/black_carl,https://www.youtube.com/@BlackCarlMusic,https://soundcloud.com/black_carl,https://x.com/BlackCarlBass,Bass / Dubstep,"Black Carl! is a Alabama, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,black-circle,Black Circle,"Zurich, Switzerland",1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/ac898ee2c3b24cdb0d19ed6441044289/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@BlackCircle,,,Afro House / Afro Tech,"Black Circle is a Zurich, Switzerland-based DJ, producer or electronic artist whose work centers on afro house / afro tech, with a focus on club-ready releases and live sets."
dj,blond,Blond,"Barcelona, Spain",1,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/aecbe3bf6476ed4f040dfd110dc66738/250x250-000000-80-0-0.jpg,https://blondish.world/,,,https://soundcloud.com/blondish,,Electronic / Club,"Artist entry linked to BLOND:ISH, whose sound moves through Afro house, melodic house and globally influenced club music."
dj,blossom,Blossom,"Phoenix, US",1,youtube,https://cdn-images.dzcdn.net/images/artist/d735923633d7fd5292777c89c6dc5ae3/250x250-000000-80-0-0.jpg,https://www.blossomofficial.com/,https://instagram.com/blossom.dj,,https://soundcloud.com/blossomdj,https://x.com/blossomdj_,House / Dance Pop,"Blossom is a Phoenix, US-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,bonobo-solo,Bonobo Solo,"Brighton, UK",1,instagram|twitter,https://i1.sndcdn.com/avatars-7dycmMr3XG477In2-sNqZsg-t500x500.jpg,https://bonobomusic.com/,,https://www.youtube.com/@bonobo,https://soundcloud.com/bonobo,,Disco / Funk / House,"British producer and DJ known for richly arranged downtempo electronica, organic textures and sophisticated club sets."
dj,born-dirty,Born Dirty,"Paris, France",1,website|instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/686ca1d7db94d0963a3dc1429623c68b/250x250-000000-80-0-0.jpg,,,,https://soundcloud.com/borndirty,,Tech House / House,"Born Dirty is a Paris, France-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,boutross,Boutross,"Nairobi, Kenya",1,website|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/c7771f7c801848304487d1c46f5fa287/250x250-000000-80-0-0.jpg,,https://instagram.com/boutrossgram_,https://www.youtube.com/@boutrossmunene,,,Hip-Hop / Open Format,"Boutross is a Nairobi, Kenya-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,brandy-maina,Brandy Maina,"Nairobi, Kenya",1,website|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/00fbab10bcceb2e7bb2ecdaaff2ad339/250x250-000000-80-0-0.jpg,,https://instagram.com/brandy_maina,https://www.youtube.com/@brandymaina9393,,,Hip-Hop / Open Format,"Brandy Maina is a Nairobi, Kenya-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,budalagi,Budalagi,"Nairobi, Kenya",1,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/8fb839c15b327f29963936b23dd294da/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@budalagi,https://soundcloud.com/budalagi,,Amapiano / Gqom,"Budalagi is a Nairobi, Kenya-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,camelphat,Camelphat,"Liverpool, UK",1,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/0323760d53e2a30fea1e66dafcb0f09e/250x250-000000-80-0-0.jpg,https://www.camelphatmusic.com/,,https://www.youtube.com/@camelphat_music,https://soundcloud.com/camelphat,,Tech House / House,"Camelphat is a Liverpool, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,chaney,CHANEY,"Swindon, UK",1,website,https://cdn-images.dzcdn.net/images/artist/78bd6584d98e02790915b24ba8ff330b/250x250-000000-80-0-0.jpg,,https://instagram.com/chaneyuk,https://www.youtube.com/@CHANEYUK,https://soundcloud.com/chaneymusic,https://x.com/chaney_uk,Tech House / House,"CHANEY is a Swindon, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,chase,Chase,"London, UK",1,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/78e9754f98b28c5c3ca129206ecadd20/250x250-000000-80-0-0.jpg,https://chaseandstatus.co.uk/,,,,,Hip-Hop / Open Format,"Chase is a London, UK-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,chase-status,Chase & Status,"London, UK",1,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/348cebc5204d437cb0329dc399a15c49/250x250-000000-80-0-0.jpg,https://chaseandstatus.co.uk/,,,,,Drum & Bass,"London electronic duo whose influential catalogue bridges drum & bass, jungle, dubstep and crossover dance music."
dj,coco-em,Coco Em,"Nairobi, Kenya",1,website|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/b81148720d64f2a15b01b346294243a1/250x250-000000-80-0-0.jpg,,https://instagram.com/cocoem__,,https://soundcloud.com/coco_em,,Amapiano / Gqom,"Coco Em is a Nairobi, Kenya-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,coco-maria,Coco Mar√≠a,"Berlin, Germany",1,youtube|twitter,https://cdn-images.dzcdn.net/images/artist/2f4691dba900d5176d983dc3744b4d98/250x250-000000-80-0-0.jpg,https://cocomaria.net/,https://instagram.com/cocomaria___,,https://soundcloud.com/cocomariamusic,,Experimental / Electronic,"Coco Mar√≠a is a Berlin, Germany-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,colyn,COLYN,"Leiden, Netherlands",1,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/a25b208534aaf17c8ec2fa4cb0460ce5/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@Colyn_music,https://soundcloud.com/colynmusic,,Melodic House & Techno,"COLYN is a Leiden, Netherlands-based DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,crankdat,CRANKDAT,"Cleveland, US",1,,https://cdn-images.dzcdn.net/images/artist/b97718710e1842ba0844d35e58244036/250x250-000000-80-0-0.jpg,https://crankdat.com/,https://instagram.com/crankdat,https://www.youtube.com/@Crankdat,https://soundcloud.com/crankdatmusic,https://x.com/crankdat,Bass / Dubstep,"CRANKDAT is a Cleveland, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,cristoph,Cristoph,"Newcastle, UK",1,instagram,https://cdn-images.dzcdn.net/images/artist/ff27f3c85580e715218626aa78af1647/250x250-000000-80-0-0.jpg,https://cristoph.co.uk/,,https://www.youtube.com/@cristophmusic6732,https://soundcloud.com/cristophmusic,https://x.com/Cristophmusic,Tech House / House,"Cristoph is a Newcastle, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,curtiba,Curtiba,"Milan, Italy",1,youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/b5c7e037791626001e2a4fd132a91081/250x250-000000-80-0-0.jpg,https://soundbetter.com/profiles/250583-curtiba,https://instagram.com/curtiba,,,,House / Club,"Curtiba is a Milan, Italy-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,cyril,CYRIL,"Sydney, AU",1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/b146fbe29b7b7d646791a5712145f106/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@CYRILTHEPRODUCER,,,Electronic / Club,"CYRIL is a Sydney, AU-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,da-africa-deep,Da Africa Deep,"Johannesburg, South Africa",1,youtube|twitter,https://cdn-images.dzcdn.net/images/artist/c239d035c13389122402597bbccb5d86/250x250-000000-80-0-0.jpg,https://ra.co/dj/daafricadeep,https://instagram.com/daafricadeep,,https://soundcloud.com/da-africa-deep,,Afro House / Afro Tech,"Da Africa Deep is a Johannesburg, South Africa-based DJ, producer or electronic artist whose work centers on afro house / afro tech, with a focus on club-ready releases and live sets."
dj,das-kapital,Das Kapital,"Cape Town, South Africa",1,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/d3a39c131e0a266c0e044c0e3b306c9d/250x250-000000-80-0-0.jpg,https://ra.co/dj/daskapital,,,https://soundcloud.com/daskapital,,Electronic / Club,"Das Kapital is a Cape Town, South Africa-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,david-herrlich,David Herrlich,Germany,1,website,https://cdn-images.dzcdn.net/images/artist/25e9072716cba6142ae79218c66c453f/250x250-000000-80-0-0.jpg,,https://instagram.com/davidherrlichmusic,https://www.youtube.com/@davidherrlichmusic,https://soundcloud.com/davidherrlichmusic,https://x.com/David_Herrlich,Experimental / Electronic,"David Herrlich is a Germany-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,demi-riquisimo,Demi Riqu√≠simo,"London, UK",1,youtube,https://cdn-images.dzcdn.net/images/artist/a4628e48eeedf49e59005cca7f9eb9f6/250x250-000000-80-0-0.jpg,https://ra.co/dj/demiriquisimo,https://instagram.com/demi_riquisimo_,,https://soundcloud.com/demiriquisimo,https://x.com/demiriquisimo,House / Club,"Demi Riqu√≠simo is a London, UK-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,dillon-francis,Dillon Francis,"Los Angeles, CA",1,,https://cdn-images.dzcdn.net/images/artist/bc2641ca9222f0df884c1649cc423de7/250x250-000000-80-0-0.jpg,https://dillonfrancis.com/,https://www.instagram.com/dillonfrancis,https://www.youtube.com/@DillonFrancis,https://soundcloud.com/dillonfrancis,https://twitter.com/DillonFrancis,House / Dance Pop,"Dillon Francis is a Los Angeles, CA-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,diplo,Diplo,"Los Angeles, US",1,,https://cdn-images.dzcdn.net/images/artist/e26fa83b67df45f262ce0181c3b86463/250x250-000000-80-0-0.jpg,https://diplo.com/,https://instagram.com/diplo,https://www.youtube.com/@diplo,https://soundcloud.com/diplo,https://x.com/diplo,House / Dance Pop,"Diplo is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,dj-boboss,DJ Boboss,France,1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/f464fea20ae32b8920137e1b20441b22/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@djboboss,,,Hip-Hop / Open Format,"DJ Boboss is a France-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,dj-gregory,DJ Gregory,"Paris, France",1,website|instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/0dbc0d7314b5b7daf530d23ea4c0308a/250x250-000000-80-0-0.jpg,,,,https://soundcloud.com/djgregory,,Disco / Funk / House,"DJ Gregory is a Paris, France-based DJ, producer or electronic artist whose work centers on disco / funk / house, with a focus on club-ready releases and live sets."
dj,dj-iv,DJ IV,"Glasgow, UK",1,website|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/ac8dd91d6a513ee715fc6a8ad9090de1/250x250-000000-80-0-0.jpg,,https://instagram.com/djiv,https://www.youtube.com/@djiv,,,Hip-Hop / Open Format,"DJ IV is a Glasgow, UK-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,dj-l-a-j,DJ L.A.J,,1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/244c7d5530d101c737cad41c8e69bac1/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@DJ_LAJ,,,Hip-Hop / Open Format,"DJ L.A.J is a DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,dj-lesoul,DJ LeSoul,"Johannesburg, South Africa",1,website|instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/7dfcf3c8efcd112a149652656ad8b6bf/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@djlesoul7811,,,Amapiano / Gqom,"DJ LeSoul is a Johannesburg, South Africa-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,dj-swisha,DJ SWISHA,"New York, US",1,website,https://cdn-images.dzcdn.net/images/artist/ad2324a31fc4d62d863915d1eda43c2c/250x250-000000-80-0-0.jpg,,https://instagram.com/djswisha,https://www.youtube.com/@dj-swisha,https://soundcloud.com/djswisha,https://x.com/djswisha,Hip-Hop / Open Format,"DJ SWISHA is a New York, US-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,dj-topgun,DJ Topgun,"London, UK",1,website|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/5e22c54a2c3b0e69b5a35d6df90b7ff1/250x250-000000-80-0-0.jpg,,https://instagram.com/djtopgun,,,,Hip-Hop / Open Format,"DJ Topgun is a London, UK-based DJ, producer or electronic artist whose work centers on hip-hop / open format, with a focus on club-ready releases and live sets."
dj,djknator,DJKnator,"Durban, South Africa",1,instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/a2172c572554b244f391b6219fc148cc/250x250-000000-80-0-0.jpg,https://djknator.bandcamp.com/,,https://www.youtube.com/@DJKNATOR,,,Amapiano / Gqom,"DJKnator is a Durban, South Africa-based DJ, producer or electronic artist whose work centers on amapiano / gqom, with a focus on club-ready releases and live sets."
dj,dombresky,Dombresky,"Marseille, FR",1,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/bf52dd8de80106880d78673b09311e80/250x250-000000-80-0-0.jpg,https://dombresky.com/,,https://www.youtube.com/@Dombresky,https://soundcloud.com/dombresky,,Tech House / House,"Dombresky is a Marseille, FR-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,drybabe,Drybabe,"London, UK",1,website|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/ed55501c7bc199327c17ad46f8e3aa7a/250x250-000000-80-0-0.jpg,,https://instagram.com/drybabE,,,,House / Club,"Drybabe is a London, UK-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,dustycloud,Dustycloud,"Paris, France",1,website|youtube,https://cdn-images.dzcdn.net/images/artist/736e6c8514ec81a97294a90eba6c7303/250x250-000000-80-0-0.jpg,,https://instagram.com/dustycloudmusic,,https://soundcloud.com/dustycloud,https://x.com/Dustycloudmusic,Bass / Dubstep,"Dustycloud is a Paris, France-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,dyen,DYEN,"Rotterdam, Netherlands",1,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/746dc69994b12a710ececbf3a315850a/250x250-000000-80-0-0.jpg,https://www.gmanetwork.com/,,,,,Techno / Hard Techno,"DYEN is a Rotterdam, Netherlands-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,ebenezer,EBENEZER,,1,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/e56141db0a8351e4cbd3b8bb7da5d024/250x250-000000-80-0-0.jpg,https://typodermicfonts.com/ebenezer/,,,,,Electronic / Club,"EBENEZER is a DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,ede,Ede,"Berlin, Germany",1,soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/05facf1f0387c309f879ad18f24b7433/250x250-000000-80-0-0.jpg,https://ra.co/dj/ede,https://www.instagram.com/gemeenteede,https://www.youtube.com/@gemeente-ede,,,Experimental / Electronic,"Ede is a Berlin, Germany-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,elva,Elva,"Berlin, Germany",1,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/c876a2f6c210a875cf905ad251d78221/250x250-000000-80-0-0.jpg,https://www.comune.elva.cn.it/,,,,,Experimental / Electronic,"Elva is a Berlin, Germany-based DJ, producer or electronic artist whose work centers on experimental / electronic, with a focus on club-ready releases and live sets."
dj,emi-navarro,Emi Navarro,Argentina,1,website|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/ced2fac9547e17f08ce95519d9e62e4b/250x250-000000-80-0-0.jpg,,https://instagram.com/eminavarrodj,,,,House / Club,"Emi Navarro is a Argentina-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,enrico-sangiuliano,Enrico Sangiuliano,"Reggio Emilia, Italy",1,,https://cdn-images.dzcdn.net/images/artist/1fabbfefa427fd0a921e6ab4fe3f1395/250x250-000000-80-0-0.jpg,https://enricosangiuliano.com/,https://instagram.com/enricosangiuliano,https://www.youtube.com/@EnricoSangiulianoOfficial,https://soundcloud.com/enricosangiuliano,https://twitter.com/esangiuliano,Techno / Hard Techno,"Enrico Sangiuliano is a Reggio Emilia, Italy-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,enrico-sangiuliano-lockdown,Enrico Sangiuliano Lockdown,"Reggio Emilia, Italy",1,website|youtube,https://i1.sndcdn.com/avatars-z3NQ11OPAvD0ottV-jEhvpg-t500x500.jpg,,https://www.instagram.com/enricosangiuliano,,https://soundcloud.com/enricosangiuliano,https://twitter.com/esangiuliano,Techno / Hard Techno,"Techno project associated with Enrico Sangiuliano, focused on driving, meticulously produced electronic sets."
